CIUDAD DE PROCEDENCIA,CIUDAD DE DESTINO,MOTIVO DEL VIAJE,TIEMPO DE PERMANENCIA (DIAS),TIPO ALOJAMIENTO,RESULTADO SATISFACCIÓN,CANTIDAD DE VIAJEROS
Florida,Duitama,Turismo,1,Hotel,10,2
Florida Blanca,Duitama,Turismo,1,Hotel,10,2
Florida blanca,Duitama,Turismo,2,Hotel,10,40
Floridablanca,Monguí,Turismo,1,Vivienda familiar,10,2
Floridablanca,Aquitania,Turismo,3,Hotel,10,2
Floridablanca,Chiquinquirá,Laboral,5,Vivienda familiar,10,4
Floridablanca,Duitama,Turismo,4,Hotel,10,5
Floridablanca,Paipa,Turismo,2,Camping,10,5
Floridablanca,Paipa,Turismo,2,Vivienda familiar,10,10
Fontibón,Chiquinquirá,Turismo,2,Hotel,10,87
Fredonia,Paipa,Turismo,2,Camping,10,2
Fundación,Villa de Leyva,Turismo,3,Vivienda familiar,10,5
Funza,Paipa,Turismo,2,Hotel,10,2
Funza,Belén,Turismo,3,Hotel,10,4
Funza,Aquitania,Turismo,1,Hotel,10,6
Funza,Monguí,Turismo,1,Hotel,9,7
Funza,Paipa,Turismo,2,Hotel,10,7
Funza,Aquitania,Turismo,2,Hotel,10,8
Funza,Boyacá,Turismo,1,Hotel,10,60
Fusagasuga,Duitama,Turismo,3,Hotel,10,4
Fusagasugá,Guateque,Turismo,1,Hotel,10,8
Fusagasugá,Chivor,Turismo,7,Hotel,0,22
Fusagasugá,Cómbita,Turismo,2,Hotel,10,33
Fusagasugá,Tibasosa,Turismo,4,Hotel,10,35
Gachipay,Boyacá,Turismo,3,Vivienda familiar,10,6
Gambita,Boyacá,Turismo,1,Hotel,8,2
Gameza,Gameza,Turismo,3,Hotel,0,2
Gameza,Gameza,Turismo,1,Hotel,0,2
Gameza,Duitama,Turismo,2,Hotel,10,4
Girardot,Ventaquemada,Turismo,2,Hotel,8,4
Girardot,Santa Sofía,Turismo,3,Hotel,10,38
Girardot,Aquitania,Turismo,5,Hotel,10,105
Girardoth,Corrales,Turismo,5,Hotel,10,2
Giron,Duitama,Turismo,3,Vivienda familiar,10,2
Giron,Duitama,Turismo,3,Vivienda familiar,10,6
Girón,Duitama,Turismo,1,Hotel,10,5
Granada,Monguí,Turismo,5,Vivienda familiar,9,4
Granada,Paipa,Turismo,2,Cabaña rural,10,4
Granada,Villa de Leyva,Turismo,1,Hotel,10,45
Guaca,Chiquinquirá,Turismo,1,Hotel,10,4
Guachetá,Paipa,Turismo,2,Hotel,10,2
Guamal,Firavitoba,Turismo,1,Hotel,9,8
Guarne,Iza,Turismo,1,Vivienda familiar,10,5
Guasca,Duitama,Turismo,1,Hotel,9,5
Guatape,Villa de Leyva,Turismo,1,Hotel,10,8
Guatavita,Duitama,Turismo,2,Hotel,9,2
Guayaquil,El Cocuy,Turismo,4,Hotel,9,40
Guican,Güicán,Turismo,3,Vivienda familiar,0,5
Güicán,Güicán,Turismo,1,Hotel,0,2
Honda,Tunja,Turismo,3,Hotel,10,5
Huila,Paipa,Turismo,1,Hotel,10,4
Huila,Duitama,Turismo,1,Hotel,10,4
Huila,Ráquira,Turismo,2,Hotel,9,4
Ibague,Tota,Turismo,3,Hotel,0,2
Ibague,Villa de Leyva,Turismo,2,Vivienda familiar,10,2
Ibague,Ráquira,Turismo,3,Hotel,9,4
Ibague,Ventaquemada,Turismo,3,Vivienda familiar,8,4
Ibague,Chiquinquirá,Turismo,1,Hotel,10,4
Ibague,Duitama,Turismo,2,Hotel,10,4
Ibague,Tunja,Turismo,2,Hotel,10,4
Ibague,Aquitania,Turismo,3,Hotel,0,4
IBAGUE,Duitama,Turismo,2,Hotel,10,4
Ibague,Tunja,Turismo,2,Hotel,10,4
Ibague,Paipa,Turismo,2,Hotel,10,5
Ibague,Ráquira,Turismo,3,Hotel,10,5
Ibague,Paipa,Turismo,2,Hotel,10,5
Ibague,Paipa,Turismo,2,Hotel,10,5
Ibague,Tunja,Turismo,2,Hotel,10,5
Ibague,Paipa,Turismo,1,Hotel,10,5
IBAGUE,Tunja,Turismo,2,Hotel,10,5
Ibague,Tota,Turismo,3,Hotel,10,6
Ibague,Monguí,Turismo,2,Hotel,10,7
IBAGUE,Paipa,Turismo,2,Hotel,10,8
Ibague,Duitama,Turismo,2,Hotel,10,22
Ibague,Villa de Leyva,Turismo,5,Hotel,10,40
Ibagué,Paipa,Turismo,3,Hotel,0,1
Ibagué,Paipa,Turismo,5,Hotel,10,1
Ibagué,Paipa,Turismo,2,Hotel,10,2
Ibagué,Villa de Leyva,Turismo,2,Hotel,10,2
Ibagué,Chiquinquirá,Turismo,3,Camping,9,2
Ibagué,Paipa,Turismo,3,Hotel,10,2
Ibagué,Aquitania,Turismo,5,Cabaña rural,9,2
Ibagué,Aquitania,Turismo,4,Hotel,10,2
Ibagué,Paipa,Turismo,4,Hotel,10,2
Ibagué,Tunja,Turismo,1,Hotel,10,2
Ibagué,Duitama,Turismo,2,Hotel,10,2
Ibagué,Aquitania,Turismo,4,Hotel,10,2
Ibagué,Paipa,Turismo,2,Hotel,8,3
Ibagué,Tunja,Turismo,1,Hotel,0,3
Ibagué,Paipa,Turismo,3,Vivienda familiar,8,4
Ibagué,Aquitania,Turismo,1,Hotel,10,4
Ibagué,Paipa,Turismo,4,Vivienda familiar,10,5
Ibagué,Aquitania,Turismo,3,Hotel,10,5
Ibagué,Villa de Leyva,Turismo,2,Hotel,10,5
Ibagué,Aquitania,Turismo,2,Hotel,10,7
Ibagué,Duitama,Turismo,3,Hotel,10,15
Ibagué,Paipa,Turismo,2,Hotel,10,22
Ibagué,Aquitania,Turismo,2,Hotel,10,54
Ibagué,Duitama,Turismo,1,Vivienda familiar,10,123
Ipiales,Aquitania,Turismo,2,Hotel,10,2
Ipiales,Monguí,Turismo,5,Camping,10,10
Ipiales,Duitama,Turismo,4,Vivienda familiar,10,13
Ipiales,Paipa,Turismo,2,Hotel,10,23
Itagui,Aquitania,Turismo,5,Hotel,9,4
ITAGUI,Chiquinquirá,Turismo,3,Hotel,10,35
Itagüí,Aquitania,Turismo,3,Hotel,0,2
Itagüí,Aquitania,Turismo,3,Camping,0,2
Itagüí,Aquitania,Turismo,1,Hotel,10,3
Itagüí,Paipa,Turismo,4,Hotel,10,3
Jamundí,Tibasosa,Turismo,3,Vivienda familiar,10,2
Jardines,Villa de Leyva,Turismo,2,Hotel,7,4
JARDINES,Chiquinquirá,Turismo,4,Hotel,10,8
Jenesano,Tunja,Turismo,4,Hotel,10,22
Jiro,Aquitania,Turismo,3,Hotel,10,25
Kennedy,Garagoa,Turismo,5,Hotel,10,5
La Calera,Aquitania,Turismo,1,Hotel,10,2
La Ceja,Paipa,Turismo,3,Hotel,10,3
La Ceja,Paipa,Turismo,4,Hotel,10,6
La Cruz,Duitama,Turismo,4,Hotel,10,200
La Estrella,Chiquinquirá,Turismo,1,Hotel,10,2
La Mesa,Aquitania,Turismo,2,Hotel,10,2
La Palma,Tibasosa,Turismo,1,Hotel,10,3
La Paz,Paipa,Turismo,5,Hotel,10,1
La Unión,Aquitania,Turismo,4,Hotel,10,4
Lebrija,Aquitania,Turismo,1,Hotel,10,2
Leticia,Aquitania,Turismo,3,Hotel,10,3
Leticia,Duitama,Turismo,3,Hotel,10,9
Libano,Duitama,Turismo,3,Hotel,0,3
Los Patios,Duitama,Turismo,1,Hotel,10,2
Los Patios,Paipa,Turismo,2,Hotel,10,4
Los patios,Paipa,Turismo,5,Vivienda familiar,10,5
Los Patios,Duitama,Turismo,1,Vivienda familiar,10,11
Los Santos,Monguí,Turismo,3,Hotel,10,2
Madrid,Duitama,Turismo,1,Camping,10,2
Madrid,Duitama,Turismo,1,Vivienda familiar,10,3
Madrid,Paipa,Turismo,1,Hotel,10,4
Madrid,Paipa,Turismo,1,Hotel,10,4
Madrid,Duitama,Turismo,3,Hotel,10,4
Madrid,Aquitania,Turismo,2,Hotel,10,4
Madrid,Paipa,Turismo,1,Hotel,10,12
Magdalena,Duitama,Turismo,1,Hotel,9,2
Magdalena,Tota,Turismo,1,Hotel,9,4
Maicao,Paipa,Turismo,2,Hotel,10,5
Maicao,Boyacá,Turismo,1,Hotel,10,10
Malaga,Duitama,Turismo,2,Hotel,9,6
Malaga,Paipa,Turismo,3,Hotel,9,30
Málaga,Belén,Turismo,7,Hotel,0,4
Málaga,Duitama,Turismo,1,Vivienda familiar,9,40
Maní,Duitama,Turismo,4,Hotel,10,3
Manizales,Villa de Leyva,Turismo,5,Hotel,10,1
Manizales,Duitama,Turismo,3,Hotel,10,1
Manizales,Paipa,Turismo,1,Vivienda familiar,10,1
Manizales,Villa de Leyva,Turismo,2,Hotel,10,2
Manizales,Duitama,Turismo,2,Vivienda familiar,8,2
Manizales,Tunja,Turismo,1,Hotel,0,2
Manizales,Sogamoso,Turismo,2,Hotel,10,2
Manizales,Tunja,Turismo,1,Hotel,10,2
Manizales,Paipa,Turismo,3,Hotel,0,2
Manizales,Chiquinquirá,Turismo,2,Hotel,10,2
Manizales,Paipa,Turismo,3,Vivienda familiar,0,2
Manizales,Tunja,Turismo,2,Hotel,10,3
Manizales,Tota,Turismo,3,Hotel,0,3
Manizales,Duitama,Turismo,1,Hotel,10,3
Manizales,Villa de Leyva,Turismo,5,Vivienda familiar,10,4
Manizales,Paipa,Turismo,15,Hotel,0,4
Manizales,Paipa,Turismo,2,Hotel,10,4
Manizales,Duitama,Turismo,2,Hotel,10,4
Manizales,Duitama,Turismo,5,Vivienda familiar,10,5
Manizales,Sogamoso,Turismo,15,Hotel,0,5
Manizales,Tunja,Turismo,1,Hotel,10,5
Manizales,Villa de Leyva,Turismo,1,Hotel,0,5
Manizales,Aquitania,Turismo,5,Cabaña rural,8,5
MANIZALES,Tunja,Turismo,2,Hotel,10,7
Manizales,Ráquira,Turismo,3,Hotel,0,8
MANIZALES,Ráquira,Turismo,2,Hotel,10,8
Manizales,Tunja,Turismo,1,Hotel,10,12
Manizales,Ráquira,Turismo,4,Hotel,10,14
MANIZALES,Sogamoso,Turismo,1,Hotel,10,21
MANIZALES,Chiquinquirá,Turismo,3,Hotel,10,26
MANIZALES,Paipa,Turismo,2,Hotel,10,27
Manizales,Paipa,Turismo,2,Hotel,9,54
MARINILLA,Ráquira,Turismo,2,Hotel,10,2
Marinilla,Duitama,Turismo,3,Hotel,10,4
Mariquita,Monguí,Turismo,4,Hotel,9,5
Medell´´In,Duitama,Turismo,5,Hotel,10,35
Medellin,Paipa,Turismo,2,Hotel,10,2
Medellin,Villa de Leyva,Turismo,2,Hotel,9,2
Medellin,Paipa,Turismo,4,Hotel,9,2
Medellin,Aquitania,Turismo,4,Hotel,10,2
Medellin,Aquitania,Turismo,4,Vivienda familiar,10,2
Medellin,Chivor,Turismo,4,Hotel,10,2
Medellin,Villa de Leyva,Turismo,2,Vivienda familiar,10,2
Medellin,Villa de Leyva,Turismo,5,Hotel,8,2
Medellin,Aquitania,Turismo,1,Hotel,0,2
Medellin,Villa de Leyva,Turismo,3,Vivienda familiar,10,2
Medellin,Villa de Leyva,Turismo,5,Vivienda familiar,9,2
Medellin,Aquitania,Turismo,2,Hotel,10,2
Medellin,Villa de Leyva,Turismo,1,Hotel,10,2
Medellin,Paipa,Turismo,2,Hotel,9,2
Medellin,Villa de Leyva,Turismo,1,Vivienda familiar,10,2
Medellin,Aquitania,Turismo,2,Hotel,10,2
MEDELLIN,Aquitania,Turismo,3,Hotel,10,2
Medellin,Paipa,Turismo,2,Hotel,8,3
Medellin,Paipa,Turismo,2,Resort,9,3
Medellin,Villa de Leyva,Turismo,4,Hotel,10,3
Medellin,Villa de Leyva,Turismo,4,Hotel,10,3
Medellin,Duitama,Turismo,4,Vivienda familiar,10,3
Medellin,Paipa,Turismo,3,Vivienda familiar,10,3
Medellin,Monguí,Turismo,3,Hotel,0,3
Medellin,Paipa,Turismo,3,Vivienda familiar,10,3
Medellin,Tunja,Salud,1,Hotel,0,3
MEDELLIN,Tunja,Turismo,2,Hotel,10,3
Medellin,Duitama,Turismo,1,Hotel,10,4
Medellin,Chiquinquirá,Turismo,2,Hotel,8,4
Medellin,Paipa,Turismo,2,Hotel,10,4
Medellin,Ráquira,Turismo,2,Hotel,10,4
Medellin,Paipa,Turismo,1,Vivienda familiar,10,4
Medellin,Villa de Leyva,Turismo,5,Hotel,10,4
Medellin,Villa de Leyva,Turismo,1,Vivienda familiar,10,4
Medellin,Villa de Leyva,Turismo,1,Camping,10,4
Medellin,Tota,Turismo,2,Hotel,10,4
Medellin,Villa de Leyva,Turismo,3,Hotel,9,4
Medellin,Aquitania,Turismo,4,Hotel,9,4
Medellin,Aquitania,Turismo,3,Hotel,9,4
Medellin,Paipa,Turismo,2,Vivienda familiar,10,4
Medellin,Chiquinquirá,Turismo,2,Cabaña rural,10,4
Medellin,Chiquinquirá,Turismo,4,Hotel,10,4
Medellin,Villa de Leyva,Turismo,3,Hotel,10,5
Medellin,Aquitania,Turismo,3,Hotel,9,5
Medellin,Paipa,Turismo,1,Hotel,9,5
Medellin,Arcabuco,Turismo,2,Hotel,8,5
Medellin,Aquitania,Turismo,3,Vivienda familiar,10,5
Medellin,Villa de Leyva,Turismo,7,Cabaña rural,0,5
Medellin,Aquitania,Turismo,2,Hotel,10,5
Medellin,Iza,Turismo,2,Vivienda familiar,10,5
Medellin,Monguí,Turismo,1,Cabaña rural,10,5
Medellin,Aquitania,Turismo,2,Hotel,10,5
Medellin,Iza,Turismo,5,Cabaña rural,10,5
Medellin,Paipa,Turismo,2,Hotel,10,5
Medellin,Paipa,Turismo,3,Hotel,10,5
Medellin,Tunja,Turismo,2,Hotel,10,5
Medellin,Duitama,Turismo,4,Hotel,10,5
Medellin,Paipa,Turismo,2,Hotel,10,5
MEDELLIN,Tunja,Turismo,1,Hotel,10,5
Medellin,Tunja,Turismo,1,Hotel,10,6
Medellin,Paipa,Turismo,2,Hotel,9,6
MEDELLIN,Chiquinquirá,Turismo,4,Hotel,10,6
Medellin,Paipa,Turismo,2,Hotel,9,7
Medellin,Villa de Leyva,Turismo,5,Hotel,10,7
Medellin,Aquitania,Turismo,2,Hotel,8,8
Medellin,Aquitania,Turismo,2,Hotel,10,8
Medellin,Chiquinquirá,Turismo,3,Hotel,10,8
Medellin,Tunja,Turismo,3,Hotel,0,8
Medellin,Tunja,Turismo,3,Hotel,10,8
Medellin,Monguí,Turismo,3,Hotel,10,8
Medellin,Paipa,Turismo,3,Hotel,10,8
Medellin,Aquitania,Turismo,2,Cabaña rural,10,9
Medellin,Sáchica,Turismo,1,Hotel,10,9
Medellin,Villa de Leyva,Turismo,2,Hotel,10,10
Medellin,Duitama,Turismo,3,Cabaña rural,10,15
Medellin,Chiquinquirá,Turismo,2,Hotel,9,23
MEDELLIN,Paipa,Turismo,3,Hotel,10,24
Medellin,Paipa,Turismo,2,Hotel,10,25
MEDELLIN,Aquitania,Turismo,4,Hotel,10,29
Medellin,Villa de Leyva,Turismo,1,Vivienda familiar,10,30
MEDELLIN,Duitama,Turismo,4,Hotel,10,32
MEDELLIN,Duitama,Turismo,3,Hotel,10,35
MEDELLIN,Tibasosa,Turismo,2,Hotel,10,35
MEDELLIN,Paipa,Turismo,3,Hotel,10,35
MEDELLIN,Chiquinquirá,Turismo,4,Hotel,10,35
MEDELLIN,Chiquinquirá,Turismo,4,Hotel,10,36
MEDELLIN,Nobsa,Turismo,2,Hotel,10,38
MEDELLIN,Tibasosa,Turismo,4,Hotel,10,39
Medellin,Ráquira,Turismo,4,Hotel,10,40
Medellin,Ráquira,Turismo,4,Hotel,10,40
MEDELLIN,Chiquinquirá,Turismo,4,Hotel,10,40
MEDELLIN,Paipa,Turismo,4,Hotel,10,42
MEDELLIN,Paipa,Turismo,3,Hotel,10,42
MEDELLIN,Paipa,Turismo,3,Hotel,10,42
MEDELLIN,Duitama,Turismo,3,Hotel,10,45
MEDELLIN,Chiquinquirá,Turismo,4,Hotel,10,62
Medellin,Monguí,Turismo,5,Hotel,10,80
Medellin,Villa de Leyva,Turismo,2,Hotel,10,250
Medellín,Paipa,Turismo,1,Hotel,10,1
Medellín,Paipa,Turismo,7,Hotel,0,1
Medellín,Aquitania,Turismo,2,Hotel,10,1
Medellín,Aquitania,Turismo,5,Hotel,10,2
Medellín,Aquitania,Turismo,2,Hotel,10,2
Medellín,Paipa,Turismo,2,Hotel,10,2
Medellín,Aquitania,Turismo,3,Hotel,0,2
Medellín,Aquitania,Turismo,3,Hotel,0,2
Medellín,Monguí,Turismo,2,Hotel,10,2
Medellín,Aquitania,Turismo,2,Hotel,10,2
Medellín,Paipa,Turismo,3,Hotel,10,2
Medellín,Paipa,Turismo,1,Hotel,10,2
Medellín,Aquitania,Turismo,5,Vivienda familiar,10,2
Medellín,Duitama,Turismo,1,Hotel,10,2
Medellín,Paipa,Turismo,2,Hotel,10,2
Medellín,Aquitania,Turismo,4,Vivienda familiar,10,2
Medellín,Aquitania,Turismo,3,Hotel,9,2
Medellín,Paipa,Turismo,5,Vivienda familiar,10,2
Medellín,Aquitania,Turismo,5,Vivienda familiar,10,2
Medellín,Aquitania,Turismo,2,Hotel,10,2
Medellín,Paipa,Turismo,2,Hotel,10,2
Medellín,Aquitania,Turismo,2,Hotel,10,2
Medellín,Boyacá,Turismo,3,Hotel,9,2
Medellín,Paipa,Turismo,1,Hotel,10,2
Medellín,Aquitania,Turismo,3,Hotel,10,2
Medellín,Aquitania,Turismo,2,Hotel,9,2
Medellín,Aquitania,Turismo,2,Hotel,10,2
Medellín,Duitama,Turismo,5,Hotel,10,2
Medellín,Paipa,Turismo,2,Hotel,10,2
Medellín,Aquitania,Turismo,5,Hotel,10,3
Medellín,Paipa,Turismo,2,Hotel,10,3
Medellín,Duitama,Turismo,1,Vivienda familiar,10,3
Medellín,Tunja,Turismo,1,Hotel,10,3
Medellín,Aquitania,Turismo,5,Hotel,10,3
Medellín,Tunja,Turismo,4,Camping,9,4
Medellín,Aquitania,Turismo,2,Hotel,9,4
Medellín,Paipa,Turismo,2,Hotel,8,4
Medellín,Aquitania,Turismo,2,Hotel,10,4
Medellín,Aquitania,Turismo,2,Hotel,10,4
Medellín,Duitama,Turismo,3,Hotel,10,4
Medellín,Aquitania,Turismo,3,Cabaña rural,10,4
Medellín,Iza,Turismo,2,Hotel,8,4
Medellín,Aquitania,Turismo,3,Vivienda familiar,9,5
Medellín,Paipa,Turismo,4,Hotel,10,5
Medellín,Boyacá,Turismo,1,Hotel,9,5
Medellín,Aquitania,Turismo,3,Camping,0,5
Medellín,Aquitania,Turismo,1,Hotel,7,5
Medellín,Aquitania,Turismo,4,Hotel,10,5
Medellín,Paipa,Turismo,2,Hotel,10,5
Medellín,Aquitania,Turismo,3,Hotel,10,5
Medellín,Paipa,Turismo,3,Resort,9,5
Medellín,Aquitania,Turismo,5,Cabaña rural,8,5
Medellín,Aquitania,Turismo,4,Hotel,8,5
Medellín,Aquitania,Turismo,2,Hotel,10,5
Medellín,Aquitania,Turismo,3,Vivienda familiar,10,6
Medellín,Paipa,Turismo,3,Vivienda familiar,0,6
Medellín,Aquitania,Turismo,1,Hotel,10,6
Medellín,Aquitania,Turismo,5,Vivienda familiar,10,6
Medellín,Aquitania,Turismo,2,Hotel,10,6
Medellín,Aquitania,Turismo,2,Hotel,10,6
Medellín,Duitama,Turismo,2,Hotel,10,7
Medellín,Aquitania,Turismo,2,Hotel,10,7
Medellín,Aquitania,Turismo,1,Hotel,10,7
Medellín,Aquitania,Turismo,2,Cabaña rural,9,7
Medellín,Aquitania,Turismo,3,Hotel,10,7
Medellín,Tibasosa,Turismo,2,Vivienda familiar,10,8
Medellín,Garagoa,Turismo,4,Hotel,9,8
Medellín,Aquitania,Turismo,2,Hotel,10,8
Medellín,Duitama,Turismo,2,Hotel,10,8
Medellín,Aquitania,Turismo,2,Hotel,8,8
Medellín,Paipa,Turismo,4,Hotel,10,8
Medellín,Aquitania,Turismo,2,Cabaña rural,10,9
Medellín,Aquitania,Turismo,2,Hotel,10,10
Medellín,Aquitania,Turismo,2,Hotel,10,10
Medellín,Paipa,Turismo,3,Hotel,0,10
Medellín,Aquitania,Turismo,2,Hotel,10,10
Medellín,Paipa,Turismo,1,Vivienda familiar,10,10
Medellín,Chiquinquirá,Turismo,7,Hotel,0,12
Medellín,Aquitania,Turismo,2,Hotel,10,17
MEDELLÍN,Duitama,Turismo,4,Hotel,10,18
Medellín,Aquitania,Turismo,3,Hotel,10,20
Medellín,Chiquinquirá,Turismo,2,Hotel,10,25
MEDELLÍN,Aquitania,Turismo,3,Hotel,10,34
Medellín,Tunja,Turismo,3,Hotel,10,35
Medellín,Aquitania,Turismo,2,Hotel,10,35
MEDELLÍN,Aquitania,Turismo,4,Hotel,10,37
Medellín,Aquitania,Turismo,4,Hotel,9,40
Medellín,Aquitania,Turismo,2,Hotel,10,40
Medellín,Tunja,Turismo,3,Hotel,9,89
Medellín,Aquitania,Turismo,1,Vivienda familiar,10,120
Medellín,Duitama,Turismo,2,Hotel,10,200
Melgar,Iza,Turismo,2,Hotel,10,4
Melgar,Ramiriquí,Turismo,1,Hotel,10,4
Melgar,Villa de Leyva,Turismo,1,Hotel,10,20
Mesa de los santos,Paipa,Turismo,1,Hotel,10,3
Mesitas,Nobsa,Turismo,3,Hotel,9,1
Meta,Paipa,Turismo,1,Hotel,9,1
Meta,Villa de Leyva,Turismo,3,Hotel,9,2
Meta,Villa de Leyva,Turismo,2,Hotel,9,2
Meta,Aquitania,Turismo,4,Vivienda familiar,10,4
Meta,Aquitania,Turismo,5,Vivienda familiar,10,4
Meta,Aquitania,Turismo,5,Hotel,9,4
Miraflores,Miraflores,Turismo,3,Hotel,0,2
Miraflores,Miraflores,Turismo,3,Hotel,0,2
Miraflores,Miraflores,Turismo,3,Hotel,0,4
Miraflores,Miraflores,Turismo,3,Hotel,0,5
Miraflores,Aquitania,Turismo,1,Vivienda familiar,10,80
Mocoa,Sogamoso,Turismo,3,Hotel,10,2
Mongui,Monguí,Educación,1,Hotel,0,1
Mongui,Monguí,Educación,1,Hotel,0,1
Mongui,Monguí,Turismo,1,Hotel,0,2
Mongui,Monguí,Turismo,3,Hotel,0,3
Mongui,Monguí,Educación,1,Hotel,0,4
Mongui,Monguí,Turismo,3,Hotel,0,4
Mongui,Monguí,Educación,1,Hotel,0,5
Mongui,Monguí,Turismo,1,Hotel,0,22
Mongui,Monguí,Educación,1,Hotel,0,30
Mongui,Monguí,Turismo,3,Hotel,0,35
Mongui,Monguí,Educación,1,Hotel,0,37
Monguí,Monguí,Educación,1,Hotel,0,1
Monguí,Monguí,Educación,1,Hotel,0,1
Monguí,Monguí,Turismo,1,Hotel,0,7
Monguí,Monguí,Educación,7,Hotel,0,20
Moniquira,Arcabuco,Turismo,1,Hotel,10,2
Moniquira,Duitama,Turismo,2,Vivienda familiar,10,6
Moniquirá,Moniquirá,Turismo,4,Hotel,10,3
Moniquirá,Aquitania,Turismo,4,Hotel,10,35
Moniquirá,Moniquirá,Turismo,1,Cabaña rural,0,100
Moniqura,Nobsa,Turismo,3,Hotel,10,2
Montenegro,Tunja,Turismo,2,Cabaña rural,10,9
Monterey,Paipa,Turismo,5,Hotel,8,4
Monterey,Sáchica,Turismo,2,Hotel,9,6
Monteria,Paipa,Turismo,1,Hotel,9,2
Monteria,Iza,Turismo,3,Hotel,9,2
Monteria,Villa de Leyva,Turismo,4,Hotel,10,2
Monteria,Tunja,Turismo,1,Hotel,10,2
Monteria,Duitama,Turismo,15,Hotel,0,2
Monteria,Villa de Leyva,Turismo,2,Hotel,10,3
Monteria,Nobsa,Turismo,3,Camping,10,5
Monteria,Duitama,Turismo,1,Hotel,9,6
Monteria,Ráquira,Turismo,4,Hotel,10,8
Monteria,Villa de Leyva,Turismo,2,Hotel,10,10
Montería,Paipa,Turismo,2,Hotel,10,3
Montería,Paipa,Turismo,2,Hotel,10,4
Montería,Paipa,Turismo,4,Hotel,10,120
Monterrey,Paipa,Turismo,1,Vivienda familiar,10,17
Monterrey,Aquitania,Turismo,1,Hotel,9,40
Mosquera,Monguí,Turismo,5,Hotel,10,2
Mosquera,Paipa,Turismo,3,Hotel,10,2
Mosquera,Paipa,Turismo,15,Hotel,0,2
Mosquera,Duitama,Turismo,3,Cabaña rural,10,2
Mosquera,Paipa,Turismo,1,Hotel,10,3
Mosquera,Paipa,Turismo,2,Cabaña rural,10,4
Mosquera,Almeida,Turismo,4,Hotel,10,4
Mosquera,Paipa,Turismo,4,Hotel,10,4
Mosquera,Duitama,Turismo,5,Hotel,10,5
Mosquera,Paipa,Turismo,2,Hotel,9,6
Nariño,Tunja,Turismo,2,Hotel,10,4
Neiva,Tunja,Turismo,1,Hotel,10,2
Neiva,Duitama,Turismo,5,Vivienda familiar,9,2
Neiva,Corrales,Turismo,4,Vivienda familiar,10,2
Neiva,Tunja,Turismo,4,Vivienda familiar,10,2
Neiva,Paipa,Turismo,3,Vivienda familiar,10,2
Neiva,Villa de Leyva,Turismo,2,Hotel,9,2
Neiva,Chiquinquirá,Turismo,3,Hotel,10,3
Neiva,Paipa,Turismo,2,Hotel,9,4
Neiva,Aquitania,Turismo,3,Hotel,10,4
Neiva,Duitama,Turismo,3,Hotel,10,4
Neiva,Villa de Leyva,Turismo,1,Vivienda familiar,10,4
Neiva,Iza,Turismo,1,Hotel,10,5
Neiva,Iza,Turismo,5,Vivienda familiar,10,6
Neiva,Duitama,Turismo,5,Hotel,10,7
Neiva,Ráquira,Turismo,2,Hotel,10,8
Neiva,Duitama,Turismo,4,Cabaña rural,10,14
Neiva,Sutamarchán,Turismo,2,Hotel,9,15
Nemocon,Duitama,Turismo,5,Vivienda familiar,7,6
Nemocón,Nobsa,Turismo,2,Hotel,10,18
Nobsa,Nobsa,Turismo,3,Hotel,0,3
Nobsa,Nobsa,Turismo,3,Vivienda familiar,0,5
Nobsa,Tibasosa,Turismo,5,Hotel,9,5
Nobsa,Nobsa,Turismo,3,Hotel,0,6
Nobsa,Nobsa,Turismo,7,Hotel,0,32
Nobsa,Tibasosa,Turismo,3,Hotel,10,40
Norte De Santander,Paipa,Turismo,1,Hotel,9,2
Norte De Santander,Aquitania,Turismo,4,Hotel,10,2
Norte De Santander,Tunja,Turismo,1,Hotel,9,4
Norte De Santander,Aquitania,Turismo,3,Hotel,10,4
Norte De Santander,Aquitania,Turismo,1,Hotel,10,4
Nunchia,Belén,Turismo,5,Hotel,10,3
Ocaña,Iza,Turismo,4,Hotel,10,2
Ocaña,Duitama,Turismo,4,Cabaña rural,10,3
Ocaña,Duitama,Turismo,3,Vivienda familiar,10,4
Oiba,Tunja,Turismo,1,Hotel,10,3
Oiba,Tunja,Turismo,2,Hotel,10,5
Oiba,Villa de Leyva,Turismo,3,Hotel,10,25
Orocue,Paipa,Turismo,2,Hotel,10,2
Pacho,Aquitania,Turismo,2,Cabaña rural,9,4
Pailitas,Belén,Turismo,3,Hotel,10,5
Paime,Duitama,Turismo,3,Cabaña rural,10,5
Paipa,Paipa,Turismo,3,Hotel,0,1
Paipa,Paipa,Turismo,7,Vivienda familiar,0,1
Paipa,Paipa,Otro,1,Hotel,0,1
Paipa,Paipa,Turismo,2,Hotel,10,1
Paipa,Paipa,Turismo,3,Vivienda familiar,0,2
Paipa,Iza,Turismo,1,Hotel,10,2
Paipa,Paipa,Turismo,1,Cabaña rural,0,2
Paipa,Paipa,Turismo,3,Vivienda familiar,0,2
Paipa,Paipa,Turismo,7,Hotel,0,2
Paipa,Paipa,Turismo,1,Cabaña rural,0,2
Paipa,Paipa,Turismo,1,Hotel,0,2
Paipa,Paipa,Turismo,1,Hotel,0,2
Paipa,Paipa,Turismo,5,Hotel,10,2
Paipa,Paipa,Turismo,3,Hotel,0,2
Paipa,Paipa,Laboral,1,Hotel,0,2
